imdb_id,tconst,directors,writers
tt0091042,tt0091042,nm0000455,nm0000455
tt0371746,tt0371746,nm0269463,"nm1318843,nm1319757,nm1436466,nm0391344,nm0498278,nm1411347,nm1293367,nm0456158"
tt0375679,tt0375679,nm0353673,"nm0353673,nm0604263"
tt0265086,tt0265086,nm0000631,"nm0100736,nm0634307"
tt0317248,tt0317248,"nm0576987,nm0526199","nm0513130,nm1130251"
tt0067992,tt0067992,nm0835799,"nm0001094,nm0783544"
tt0367594,tt0367594,nm0000318,"nm0001094,nm0041864"
tt0087469,tt0087469,nm0000229,"nm0404754,nm0441718,nm0000184"
tt1663662,tt1663662,nm0868219,"nm2012438,nm0868219"
tt1300854,tt1300854,nm0000948,"nm1510800,nm0000948,nm0498278,nm1411347,nm1293367,nm0456158,nm1979137,nm2137463"
tt2310332,tt2310332,nm0001392,"nm0909638,nm0101991,nm0001392,nm0868219,nm0866058"
tt1170358,tt1170358,nm0001392,"nm0909638,nm0101991,nm0001392,nm0868219,nm0866058"
tt1074638,tt1074638,nm0005222,"nm0701031,nm0905498,nm0517589,nm0001220"
tt0978764,tt0978764,nm0811583,"nm0811583,nm0793122"
tt0118528,tt0118528,nm0001243,nm0741627
tt0938283,tt0938283,nm0796117,nm0796117
tt0416449,tt0416449,nm0811583,"nm0811583,nm0426500,nm1290582,nm0588340,nm2241067"
tt0118799,tt0118799,nm0000905,"nm0148437,nm0000905"
tt0145487,tt0145487,nm0000600,"nm0498278,nm0228492,nm0462895"
tt0363771,tt0363771,nm0011470,"nm0668754,nm0011470,nm1321655,nm1321656,nm0507000"
tt0050083,tt0050083,nm0001486,nm0741627
tt0107290,tt0107290,nm0000229,"nm0000341,nm0462895"
tt1371111,tt1371111,"nm0878756,nm0905154,nm0905152","nm3290967,nm0905154,nm0878756,nm0905152,nm4339295"
tt1735898,tt1735898,nm2782185,"nm2489193,nm0359387,nm0024925"
tt1948218,tt1948218,nm1939445,nm1939445
tt0903624,tt0903624,nm0001392,"nm0909638,nm0101991,nm0001392,nm0868219,nm0866058"
tt0848228,tt0848228,nm0923736,"nm0923736,nm0672015"
tt1130884,tt1130884,nm0000217,"nm0436164,nm1212331"
tt0217505,tt0217505,nm0000217,"nm0168379,nm0001873,nm0518836"
tt0120915,tt0120915,nm0000184,nm0000184
tt0144084,tt0144084,nm0366004,"nm0254735,nm0366004,nm0877587"
tt0264464,tt0264464,nm0000229,"nm0622288,nm0007646,nm1127221"
tt0120689,tt0120689,nm0001104,"nm0000175,nm0001104"
tt0172495,tt0172495,nm0000631,"nm0291905,nm0517589,nm0629933"
tt2278388,tt2278388,nm0027572,"nm0959003,nm0027572,nm2450453"
tt2980516,tt2980516,nm1016428,"nm0565026,nm6186324"
tt0780504,tt0780504,nm0716347,"nm0024925,nm2201245"
tt0325980,tt0325980,nm0893659,"nm0254645,nm0744429,nm0064181,nm0938684"
tt1099212,tt1099212,nm0362566,"nm0742279,nm2769412"
tt0829482,tt0829482,nm0609549,"nm0736622,nm1698571"
tt0482571,tt0482571,nm0634240,"nm0634300,nm0634240,nm1793993"
tt0114369,tt0114369,nm0000399,nm0001825
tt0119217,tt0119217,nm0001814,"nm0000354,nm0000255"
tt0086250,tt0086250,nm0000361,"nm0000231,nm0001328,nm0372942,nm0870660"
tt0082971,tt0082971,nm0000229,"nm0001410,nm0000184,nm0442241"
tt1670345,tt1670345,nm0504642,"nm0004412,nm0945026,nm3242689"
tt2562232,tt2562232,nm0327944,"nm0327944,nm1481172,nm5409486,nm3174584,nm0142577"
tt2084970,tt2084970,nm0878763,"nm2441699,nm0388132"
tt1509767,tt1509767,nm0027271,"nm0514821,nm0203577,nm0241416"
tt1220634,tt1220634,nm0027271,nm0027271
tt0499549,tt0499549,nm0000116,nm0000116
tt0432021,tt0432021,nm0611683,nm0027271
tt0458339,tt0458339,nm0002653,"nm1321655,nm1321656,nm0800209,nm0456158"
tt0318627,tt0318627,nm0936838,nm0027271
tt0111161,tt0111161,nm0001104,"nm0000175,nm0001104"
tt0118715,tt0118715,"nm0001054,nm0001053","nm0001053,nm0001054"
tt1430626,tt1430626,"nm0520485,nm0627920",nm2704527
tt1855325,tt1855325,nm0027271,nm0027271
tt2015381,tt2015381,nm0348181,"nm0348181,nm2270979,nm3966115,nm5037683,nm2757098,nm0317493,nm4160687,nm1921680,nm3053444,nm0314153,nm0562554"
tt2267998,tt2267998,nm0000399,nm5058839
tt1622547,tt1622547,nm0281508,"nm2225652,nm3574030"
tt1219342,tt1219342,nm0811583,"nm0650089,nm2145339,nm0489691"
tt0970452,tt0970452,nm1068186,"nm1068186,nm0397574"
tt0345950,tt0345950,"nm0384864,nm0651706","nm0238757,nm0384722,nm0384864,nm0651692,nm0819711,nm1196684"
tt0443536,tt0443536,"nm0249897,nm0498555,nm0250410","nm0250410,nm0249897,nm0498555,nm0456732,nm0640976,nm1938852"
tt0116409,tt0116409,nm0394280,nm0001279
tt0208003,tt0208003,nm0331532,"nm0702912,nm0722610"
tt0423294,tt0423294,"nm0105169,nm0118333","nm0722610,nm0105169,nm0118333,nm1074134,nm0996099,nm2558161"
tt1080016,tt1080016,"nm0862211,nm0757858","nm0073850,nm0010004,nm0718514,nm3229505,nm3508936,nm0310087,nm0841532,nm5022110"
tt0400717,tt0400717,"nm0021249,nm0191717,nm0820934","nm0070368,nm1943855,nm0560894,nm0191717,nm0820934,nm1558946,nm0137811,nm0363958,nm3021990,nm3021923"
tt0049470,tt0049470,nm0000033,"nm0371088,nm0071657,nm0943922,nm0534191"
tt0438097,tt0438097,nm0757858,"nm0310087,nm0841532,nm2186362,nm5022110"
tt0462538,tt0462538,nm0798899,"nm0000985,nm0004981,nm0419830,nm0561631,nm0583127,nm0592400,nm0718514,nm0780288,nm0783468,nm0841990,nm0900140,nm1121389,nm0295791,nm0519209,nm0697052,nm0800376"
tt1231580,tt1231580,nm0858525,"nm0900140,nm0008743,nm0074184,nm0046564"
tt0426592,tt0426592,nm0563301,nm0563301
tt0068699,tt0068699,nm0000142,"nm0862781,nm0718466"
tt0079116,tt0079116,nm0796923,"nm0115431,nm0876227"
tt0477051,tt0477051,nm0005367,"nm0000552,nm0614151,nm0771065,nm0740115"
tt0366627,tt0366627,nm0562266,"nm1789514,nm0733692,nm1127653"
tt0817538,tt0817538,nm0109359,"nm0003249,nm0736622,nm0000455"
tt0952640,tt0952640,nm0384722,"nm0900140,nm0574509,nm0899531,nm0046564"
tt0362120,tt0362120,nm0001878,"nm0563301,nm0000720,nm0698493,nm0915465,nm0005541,nm0424688,nm0064556,nm0294997,nm0783536"
tt0027977,tt0027977,nm0000122,nm0000122
tt0486576,tt0486576,nm1103162,"nm0668309,nm0004111,nm0877273,nm0498278,nm0456158"
tt0067185,tt0067185,nm0000797,nm0383359
tt0472181,tt0472181,nm0331532,"nm0826425,nm0918955,nm0771065,nm0740115,nm0678963"
tt0990407,tt0990407,nm0327273,"nm0736622,nm1698571,nm0872077,nm0679326"
tt1226229,tt1226229,nm0831557,"nm0831557,nm0781981"
tt1129442,tt1129442,nm0576298,"nm0000108,nm0436543"
tt0892791,tt0892791,nm0593610,"nm0458441,nm0501359,nm0825308,nm0011470,nm0254645,nm0744429,nm0776107,nm0794252,nm0830294,nm2593444"
tt0118615,tt0118615,nm0515891,"nm0061829,nm0143596,nm0258390"
tt0061747,tt0061747,nm0692872,"nm0293480,nm0325267"
tt0306047,tt0306047,nm0001878,"nm0563301,nm0698493,nm0915465,nm0005541,nm0424688,nm0064556,nm0294997,nm0783536"
tt0762107,tt0762107,nm0240797,"nm0266673,nm0668247,nm0852591,nm0303056"
tt0365830,tt0365830,nm0528381,"nm0085312,nm0309307,nm0528381"
tt1869416,tt1869416,nm1302165,"nm4677225,nm0077094,nm0142453,nm1543823"
tt1615918,tt1615918,nm0593610,"nm0008743,nm0074184,nm0046564,nm0439739"
tt1646926,tt1646926,nm0970606,"nm0137811,nm1558946,nm0827670"
tt0090927,tt0090927,nm0324875,"nm0116145,nm0324875"
tt0891592,tt0891592,nm0005647,"nm1098479,nm1457532,nm1458859,nm1540577,nm1448771,nm0241416"
tt1174954,tt1174954,nm0436780,"nm1591046,nm0586353,nm1299423,nm1214880,nm2475348,nm0556856,nm1398329,nm2041812,nm1306714,nm1400430,nm8788080"
tt0104695,tt0104695,nm0669004,nm0148489
tt0110357,tt0110357,"nm0021249,nm0591450","nm0575293,nm0731271,nm0941314,nm0560329,nm0424556,nm0177170,nm0258059,nm0309128,nm0873779,nm0135296,nm0363125,nm0460146,nm0761498,nm0004552,nm0500858,nm0710020,nm0538588,nm0326814,nm0322368,nm0442483,nm0020599,nm0780117,nm0854185,nm0873092,nm0879318,nm0901038,nm0936374,nm0925276,nm0152312"
tt0096283,tt0096283,nm0594503,nm0594503
tt0131502,tt0131502,nm0584297,"nm0584297,nm0000221,nm0822597,nm0345593,nm0557737"
tt0408306,tt0408306,nm0000229,"nm1065785,nm0744839,nm0427305"
tt1458915,tt1458915,nm2149571,nm2149571
tt1884369,tt1884369,nm3462228,"nm3462228,nm3857221"
tt3659388,tt3659388,nm0000631,"nm1206844,nm1083982"
tt0076740,tt0076740,nm0001243,"nm0338396,nm1064118"
tt1399103,tt1399103,nm0000881,nm0472567
tt0910970,tt0910970,nm0004056,"nm0004056,nm0230032,nm0714114"
tt1055369,tt1055369,nm0000881,"nm0472567,nm0649460,nm0476064"
tt0462499,tt0462499,nm0000230,"nm0599393,nm0000230,nm0606251"
tt1236486,tt1236486,"nm1535916,nm2161504,nm2896727","nm1084210,nm3023160"
tt0469641,tt0469641,nm0000231,"nm0075696,nm2225418,nm2228493,nm2223804,nm2226834"
tt0101700,tt0101700,"nm0001988,nm0000466","nm0000466,nm0001988,nm0012496"
tt1692486,tt1692486,nm0000591,"nm0722078,nm0441301,nm0000591"
tt1716772,tt1716772,nm1414582,"nm0606597,nm1720648"
tt2109248,tt2109248,nm0000881,nm0472567
tt2381249,tt2381249,nm0003160,"nm0312367,nm0003160,nm1510800"
tt0338013,tt0338013,nm0327273,"nm0442109,nm0327273,nm1410028"
tt1320253,tt1320253,nm0000230,"nm1709264,nm0000230"
tt1375666,tt1375666,nm0634240,nm0634240
tt1156398,tt1156398,nm0281508,"nm1014201,nm1116660"
tt0493464,tt0493464,nm0067457,"nm0104973,nm0351929,nm0604555,nm2092839,nm1631852"
tt0884328,tt0884328,nm0001104,"nm0001104,nm0000175"
tt0347149,tt0347149,nm0594503,"nm0594503,nm1168510"
tt0110632,tt0110632,nm0000231,"nm0000233,nm0892705,nm0752116,nm0000231"
tt0119698,tt0119698,nm0594503,"nm0594503,nm0301274"
tt2395427,tt2395427,nm0923736,"nm0923736,nm0498278,nm0456158,nm0800209,nm4160687"
tt1490017,tt1490017,"nm0520488,nm0588087","nm0520488,nm0588087,nm1087952,nm1156984,nm9204083,nm9204084,nm9204085"
tt3397884,tt3397884,nm0898288,nm0792263
tt3076658,tt3076658,nm3363032,"nm3363032,nm2128400,nm0000230"
tt0105695,tt0105695,nm0000142,nm0672459
tt0381061,tt0381061,nm0132709,"nm0701031,nm0905498,nm0353673,nm0001220"
tt1010048,tt1010048,"nm0000965,nm0849164","nm0064479,nm3139511"
tt0111301,tt0111301,nm0211823,nm0211823
tt0063350,tt0063350,nm0001681,"nm0751652,nm0001681"
tt0091763,tt0091763,nm0000231,nm0000231
tt0079470,tt0079470,nm0001402,"nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589"
tt0092005,tt0092005,nm0001661,"nm0000175,nm0317279,nm0262595"
tt0010323,tt0010323,nm0927468,"nm0562346,nm0417917"
tt1291150,tt1291150,nm0509448,"nm0032227,nm0625858,nm2489193,nm0481990,nm0247653"
tt2234155,tt2234155,nm0506613,"nm0000681,nm2972864"
tt2080374,tt2080374,nm0000965,"nm0815070,nm0410596"
tt1646987,tt1646987,nm0509448,"nm2669197,nm0424901,nm0075528,nm0189117"
tt1345836,tt1345836,nm0634240,"nm0634300,nm0634240,nm0275286,nm0004170"
tt0018773,tt0018773,nm0000122,nm0000122
tt0800320,tt0800320,nm0504642,"nm2012438,nm0006534,nm0542062,nm0189117"
tt0887912,tt0887912,nm0000941,nm1676793
tt0085407,tt0085407,nm0000343,"nm0000175,nm0090151"
tt0765443,tt0765443,nm0000343,nm1140275
tt0463998,tt0463998,nm0481418,"nm0481418,nm2090206,nm1952250"
tt0453451,tt0453451,nm0070436,"nm0000100,nm0193485,nm0564402,nm0566100,nm0003741"
tt0468569,tt0468569,nm0634240,"nm0634300,nm0634240,nm0275286,nm0004170"
tt0114746,tt0114746,nm0000416,"nm0003408,nm0672459,nm0672466"
tt2436386,tt2436386,nm2410311,"nm3091255,nm2065670"
tt2911666,tt2911666,"nm0821432,nm0500610",nm4401003
tt1232829,tt1232829,"nm0520488,nm0588087","nm0045209,nm1706767,nm0367895,nm0004798"
tt1232829,tt1232829,"nm0520488,nm0588087","nm0045209,nm1706767,nm0367895,nm0004798"
tt1276104,tt1276104,nm0426059,nm0426059
tt1231587,tt1231587,nm0684336,"nm0372222,nm1890845,nm1898234"
tt1121931,tt1121931,"nm0004410,nm0962729","nm0004410,nm0962729"
tt0080360,tt0080360,nm0001692,nm0154665
tt0479884,tt0479884,"nm0004410,nm0962729","nm0004410,nm0962729"
tt0435705,tt0435705,nm0848414,"nm0325778,nm0378144,nm0076602,nm0001140"
tt1637725,tt1637725,nm0532235,"nm0532235,nm1273148,nm1273397"
tt2294449,tt2294449,"nm0520488,nm0588087","nm0045209,nm3349927,nm0745247,nm1706767,nm0367895,nm0004798"
tt2788710,tt2788710,"nm1698571,nm0736622","nm1003839,nm0736622,nm1698571"
tt2637294,tt2637294,nm0684336,"nm0372222,nm5236778"
tt1727776,tt1727776,nm0484907,"nm0933144,nm0595088,nm0484907,nm0931185"
tt1555149,tt1555149,nm0655683,"nm1130251,nm0655683,nm1284081"
tt0081633,tt0081633,nm0000416,"nm0001589,nm0000416"
tt1053424,tt1053424,nm0764601,"nm1201715,nm1068424"
tt0800369,tt0800369,nm0000110,"nm1005420,nm0826714,nm0668309,nm0833089,nm0698873,nm0498278,nm1293367,nm0456158"
tt0091064,tt0091064,nm0000343,"nm0486228,nm0688279,nm0000343"
tt0861739,tt0861739,nm0655683,"nm2845583,nm1130251,nm0655683,nm1284081,nm1284450"
tt0266308,tt0266308,nm0297935,"nm0847295,nm0297934"
tt0084787,tt0084787,nm0000118,"nm0484111,nm0132168"
tt0015864,tt0015864,nm0000122,nm0000122
tt0060827,tt0060827,nm0000005,nm0000005
tt1981115,tt1981115,nm0851930,"nm1236653,nm1321655,nm1321656,nm0668309,nm0734441,nm0498278,nm1293367,nm0456158,nm1277476"
tt2884206,tt2884206,nm2648685,nm2648685
tt3832914,tt3832914,nm1731937,"nm1731937,nm1726854"
tt1650554,tt1650554,nm0905592,"nm0905592,nm2092839,nm1348210"
tt1337057,tt1337057,nm0093051,nm0093051
tt0398286,tt0398286,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303"
tt0120382,tt0120382,nm0001837,nm0629272
tt1250777,tt1250777,nm0891216,"nm0963359,nm0891216,nm2092839,nm1348210"
tt0090190,tt0090190,"nm0381230,nm0442207","nm0442207,nm0728766,nm0855988,nm0835376"
tt0103905,tt0103905,"nm0069715,nm0095298,nm0688143","nm0069715,nm0095298,nm0688143,nm0851759"
tt1028528,tt1028528,nm0000233,nm0000233
tt0102926,tt0102926,nm0001129,"nm0365383,nm0848217"
tt0077651,tt0077651,nm0000118,"nm0000118,nm0384185"
tt1772341,tt1772341,nm0601781,"nm0601781,nm1601882,nm0714114,nm1601644"
tt1431045,tt1431045,nm1783265,"nm1014201,nm1116660"
tt1285016,tt1285016,nm0000399,"nm0815070,nm0583826"
tt0489099,tt0489099,nm0510731,"nm0275286,nm0880243,nm1334526,nm2092479"
tt0443706,tt0443706,nm0000399,"nm0888743,nm1172196"
tt0295178,tt0295178,nm0005366,"nm0000196,nm0567112"
tt0145660,tt0145660,nm0005366,"nm0000196,nm0567112"
tt0118655,tt0118655,nm0005366,nm0000196
tt0167404,tt0167404,nm0796117,nm0796117
tt0246578,tt0246578,nm0446819,nm0446819
tt1690953,tt1690953,"nm0719208,nm1853544","nm0666791,nm0202425"
tt1877832,tt1877832,nm0001741,"nm1334526,nm0963359,nm0891216,nm0456158,nm0498278"
tt1392214,tt1392214,nm0898288,nm3360706
tt2293640,tt2293640,"nm0049633,nm1853544",nm0528244
tt1817771,tt1817771,nm0681852,nm3349927
tt0089907,tt0089907,nm0639321,"nm0723248,nm0751652,nm0834183,nm0639321"
tt0469494,tt0469494,nm0000759,"nm0000759,nm0801737"
tt0251736,tt0251736,nm0957772,nm0957772
tt0363547,tt0363547,nm0811583,"nm0001681,nm0348181"
tt0118884,tt0118884,nm0000709,"nm0366337,nm0325533,nm0755981,nm0238668"
tt0056869,tt0056869,nm0000033,"nm0238898,nm0402805"
tt0087800,tt0087800,nm0000127,nm0000127
tt0240772,tt0240772,nm0001752,"nm0425138,nm0751207,nm0113689,nm0496468,nm0341372"
tt0056172,tt0056172,nm0000180,"nm0004122,nm0933858"
tt1645170,tt1645170,nm0153078,"nm0056187,nm0073688,nm0541635,nm0769840"
tt1245492,tt1245492,"nm1698571,nm0736622","nm0736622,nm1698571,nm1083540"
tt1179933,tt1179933,nm0870469,"nm1061091,nm1173295,nm3227090"
tt0945513,tt0945513,nm1512910,nm1618286
tt0446029,tt0446029,nm0942367,"nm0045209,nm0942367,nm1854069"
tt0097659,tt0097659,"nm0228262,nm0175730","nm0228262,nm0000241,nm0115486"
tt0081455,tt0081455,nm0000343,nm0000343
tt0091203,tt0091203,nm0611683,"nm0927074,nm0069282,nm0272511"
tt0425112,tt0425112,nm0942367,"nm0942367,nm0670408"
tt0070909,tt0070909,nm0000341,nm0000341
tt0337978,tt0337978,nm0936482,"nm1985343,nm0861636,nm0093560,nm0545861"
tt0083944,tt0083944,nm0467646,"nm0606251,nm0468997,nm0755266,nm0000230"
tt0095016,tt0095016,nm0001532,"nm0861636,nm0835732,nm0211823"
tt1213663,tt1213663,nm0942367,"nm0670408,nm0942367"
tt2832470,tt2832470,nm2482088,"nm2482088,nm0388473,nm2552337"
tt1259521,tt1259521,nm1206844,"nm0923736,nm1206844"
tt0102293,tt0102293,nm0482670,"nm1834353,nm1618302,nm0482670"
tt0121766,tt0121766,nm0000184,"nm0000184,nm1694619,nm2176955"
tt0121765,tt0121765,nm0000184,"nm0000184,nm0355054,nm1694619,nm2176955"
tt0089885,tt0089885,nm0002340,"nm0522454,nm0660016,nm0635920,nm0002340"
tt0365748,tt0365748,nm0942367,"nm0670408,nm0942367"
tt1525366,tt1525366,nm1229323,nm3042546
tt3205376,tt3205376,nm3304468,nm3304468
tt4184878,tt4184878,nm0935664,"nm2342762,nm0549354,nm3597252,nm0655699"
tt3705412,tt3705412,nm3950520,nm3950520
tt3118452,tt3118452,"nm5278146,nm5278427","nm5278146,nm5278427"
tt1343727,tt1343727,nm0871428,"nm0905957,nm0264338,nm0307497"
tt0285761,tt0285761,nm0994529,nm0995940
tt0070544,tt0070544,nm0482537,"nm0943248,nm0867718,nm0482537"
tt0387808,tt0387808,nm0431918,"nm0431918,nm1000113"
tt0117571,tt0117571,nm0000127,nm0932078
tt0151804,tt0151804,nm0431918,nm0431918
tt0074486,tt0074486,nm0000186,nm0000186
tt0364569,tt0364569,nm0661791,"nm1628380,nm2057405,nm0661791,nm1367409,nm1369364"
tt0363163,tt0363163,nm0386570,"nm0251536,nm0275264,nm0432622,nm0612199"
tt0103064,tt0103064,nm0000116,"nm0000116,nm0936537"
tt0816692,tt0816692,nm0634240,"nm0634300,nm0634240"
tt1596363,tt1596363,nm0570912,"nm1017488,nm0570912,nm1034122"
tt0390384,tt0390384,nm1503403,nm1503403
tt0093177,tt0093177,nm0000850,nm0000850
tt0907657,tt0907657,nm0138809,nm0138809
tt0463854,tt0463854,nm0294379,"nm0423626,nm0294379,nm0492038,nm0647449"
tt0457430,tt0457430,nm0868219,nm0868219
tt0086541,tt0086541,nm0000343,nm0000343
tt0066921,tt0066921,nm0000040,"nm0000040,nm0121256"
tt2975590,tt2975590,nm0811583,"nm0006516,nm0275286,nm0004170,nm0277730,nm0796950,nm0795975,nm0551376"
tt2582802,tt2582802,nm3227090,nm3227090
tt3011894,tt3011894,nm1167933,"nm1238855,nm1167933"
tt4062536,tt4062536,nm1099918,nm1099918
tt1895587,tt1895587,nm0565336,"nm1802857,nm0565336"
tt1210819,tt1210819,nm0893659,"nm1244808,nm0254645,nm0744429"
tt0077383,tt0077383,nm0850601,nm0850601
tt0072271,tt0072271,nm0001361,"nm0377066,nm0001361"
tt0914798,tt0914798,nm0379179,"nm2477197,nm0379179"
tt0296042,tt0296042,nm0586281,"nm0766499,nm1152460"
tt0324216,tt0324216,nm1197971,"nm0377066,nm0001361,nm0466925"
tt0407887,tt0407887,nm0000217,"nm1184258,nm0538320,nm0159039"
tt0072890,tt0072890,nm0001486,"nm0682757,nm0460190,nm0601944,nm0909063"
tt0123755,tt0123755,nm0622112,"nm0082008,nm0622112,nm0543919"
tt0208092,tt0208092,nm0005363,nm0005363
tt0120735,tt0120735,nm0005363,nm0005363
tt1853739,tt1853739,nm1417392,nm1440023
tt2400463,tt2400463,nm0476201,"nm0006534,nm0542062"
tt0071733,tt0071733,nm0001501,"nm0001501,nm0595272"
tt0095467,tt0095467,nm0001425,"nm0001425,nm0682830"
tt1179891,tt1179891,nm0527261,"nm0267805,nm2909914,nm0063583,nm0589357"
tt0055630,tt0055630,nm0000041,"nm0000041,nm0452878"
tt0082509,tt0082509,"nm0693376,nm0116497,nm0354691,nm0844301,nm0613471,nm0625166,nm0754678,nm0831349,nm0887351,nm0924266","nm0325175,nm0089676,nm0639321,nm0179120,nm0942951,nm0571729,nm0320786"
tt0203119,tt0203119,nm0322242,"nm0578011,nm0778476"
tt0095468,tt0095468,nm0001425,"nm0682830,nm0001425"
tt0454841,tt0454841,nm0014960,"nm0000127,nm0014960,nm0505183"
tt0042876,tt0042876,nm0000041,"nm0015611,nm0000041,nm0368074"
tt0047478,tt0047478,nm0000041,"nm0000041,nm0368074,nm0644823"
tt0094625,tt0094625,nm0960028,"nm0960028,nm0368051"
tt1638002,tt1638002,nm0228542,"nm1130708,nm1754499"
tt0169547,tt0169547,nm0005222,nm0050332
tt1477076,tt1477076,nm0340436,"nm1733317,nm1729303"
tt1233227,tt1233227,nm0340436,"nm1733317,nm1729303"
tt1023500,tt1023500,nm0922115,nm2645827
tt1183732,tt1183732,nm1883583,"nm0435296,nm2972626,nm1883583,nm5384211"
tt1132626,tt1132626,nm0352524,"nm1733317,nm1729303"
tt0385705,tt0385705,nm0522393,"nm1661895,nm0522393"
tt0106677,tt0106677,nm0000500,nm0000500
tt0890870,tt0890870,nm1135423,"nm1733317,nm1729303,nm0272090"
tt0070959,tt0070959,nm0002020,"nm0758357,nm0002020"
tt2926810,tt2926810,"nm0038896,nm1027986,nm0095321,nm1486025,nm3043504,nm2376614,nm0275244,nm1402202,nm1671995,nm2101710,nm1414810,nm3522076,nm2725627,nm1289234,nm0554890,nm0560277,nm8060038,nm2377660,nm1152178,nm1854288,nm0622112,nm4055378,nm4142927,nm0687739,nm0707963,nm0737442,nm3009132,nm3042028,nm3609341,nm3609300,nm1730404","nm0863807,nm3616958,nm1027986,nm1402202,nm1152178,nm1486025,nm2504122,nm1671995,nm1361864,nm0560277,nm1161528,nm0707963,nm3043504,nm3042028,nm2101710,nm8027178,nm0095321,nm0275244,nm4055378,nm0737442,nm0038896,nm3314549,nm0554890,nm3609341,nm3609300,nm0622112,nm3009132,nm3664419,nm2860882,nm2377660,nm2376614,nm1730404,nm1854288"
tt5022702,tt5022702,nm1093039,"nm1093039,nm2318089"
tt0078788,tt0078788,nm0000338,"nm0587518,nm0000338,nm0380282,nm0175676"
tt1640459,tt1640459,nm2639032,nm3851113
tt1465522,tt1465522,nm0185848,"nm0185848,nm1549853"
tt0059440,tt0059440,nm0596261,"nm0596261,nm0576615"
tt0454848,tt0454848,nm0000490,nm1897957
tt0456912,tt0456912,nm0453518,"nm9461976,nm0453518"
tt0099763,tt0099763,nm0573796,"nm0278626,nm0573796"
tt0338095,tt0338095,nm0014960,"nm0014960,nm0505183"
tt0096256,tt0096256,nm0000118,"nm0625688,nm0000118"
tt0450278,tt0450278,nm0744834,nm0744834
tt0050976,tt0050976,nm0000005,nm0000005
tt4048668,tt4048668,"nm1887480,nm1519639","nm1887480,nm1519639,nm0878494"
tt0017136,tt0017136,nm0000485,"nm0902376,nm0000485"
tt1636826,tt1636826,nm1294036,"nm0236966,nm0045209"
tt1588170,tt1588170,nm0453518,"nm4219902,nm0453518"
tt0081506,tt0081506,"nm0396884,nm0593014","nm0396884,nm0463521,nm0463618,nm0918844"
tt1029234,tt1029234,nm1052791,nm1052791
tt0363589,tt0363589,nm0001814,nm0001814
tt1931533,tt1931533,nm1732981,nm1732981
tt0070217,tt0070217,nm0953130,nm0953130
tt0293484,tt0293484,nm0057003,"nm0785477,nm1242556"
tt3799694,tt3799694,nm0000948,"nm0000948,nm0046524"
tt3672742,tt3672742,"nm2379331,nm2377436,nm2375643","nm2377436,nm2379331,nm2375643"
tt4131240,tt4131240,nm1255286,"nm1597664,nm1255286"
tt1568346,tt1568346,nm0000399,"nm0001873,nm2297183"
tt1527186,tt1527186,nm0001885,nm0001885
tt1622979,tt1622979,nm0702797,"nm2104063,nm0714695"
tt0091251,tt0091251,nm0459552,"nm0010696,nm0459552"
tt1144884,tt1144884,nm0254786,"nm0107774,nm0714695"
tt0195714,tt0195714,nm0939128,"nm0604688,nm0939128,nm0714695"
tt0078748,tt0078748,nm0000631,"nm0639321,nm0795953"
tt0075314,tt0075314,nm0000217,nm0001707
tt1783732,tt1783732,nm0181741,"nm0181741,nm4200139"
tt1450321,tt1450321,nm1580671,"nm1580671,nm0920543"
tt1396523,tt1396523,"nm0519594,nm0490487","nm0223939,nm0519594,nm1854568"
tt4034354,tt4034354,"nm3453283,nm3215397","nm3215397,nm3453283"
tt0119116,tt0119116,nm0000108,"nm0000108,nm0436543"
tt0060390,tt0060390,nm0000076,"nm0000076,nm0723827,nm0001969,nm0748814,nm0779231"
tt0071853,tt0071853,"nm0000416,nm0001402","nm0001037,nm0000092,nm0001385,nm0000416,nm0001402,nm0001589,nm0540627"
tt0819895,tt0819895,nm1364086,"nm2304473,nm1364086,nm1146102"
tt2975578,tt2975578,nm0218621,nm0218621
tt3464902,tt3464902,nm0487166,"nm0487166,nm3328207"
tt4094724,tt4094724,nm0218621,nm0218621
tt2119532,tt2119532,nm0000154,"nm0770938,nm0460795"
tt2543164,tt2543164,nm0898288,"nm2104063,nm5384213"
tt2582782,tt2582782,nm0533284,nm0792263
tt4975722,tt4975722,nm1503575,"nm1503575,nm4144120"
tt1305806,tt1305806,nm0002728,"nm3160078,nm0002728"
tt0040746,tt0040746,nm0000033,"nm0002025,nm0358096,nm0491306,nm0372942"
tt0108052,tt0108052,nm0000229,"nm0447745,nm0001873"
tt0175880,tt0175880,nm0000759,nm0000759
tt0116282,tt0116282,"nm0001054,nm0001053","nm0001053,nm0001054"
tt1827487,tt1827487,nm0149196,"nm0946324,nm0149196,nm1941926"
tt1683526,tt1683526,nm0443411,nm1656308
tt1912398,tt1912398,nm0001281,nm0001281
tt2802144,tt2802144,nm0891216,"nm0963359,nm0891216,nm2092839,nm1733301"
tt1398426,tt1398426,nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023"
tt4034228,tt4034228,nm0518836,nm0518836
tt1403865,tt1403865,"nm0001053,nm0001054","nm0001054,nm0001053,nm0692427"
tt0244316,tt0244316,nm0945981,nm0945981
